,Unnamed: 0,name,naverURL,contains_review
372,372,굿뜨래웰빙마을 글램핑(일반),"https://map.naver.com/p/search/%EA%B5%BF%EB%9C%A8%EB%9E%98%EC%9B%B0%EB%B9%99%EB%A7%88%EC%9D%84%20%EA%B8%80%EB%9E%A8%ED%95%91%28%EC%9D%BC%EB%B0%98%29/place/1022387286?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
374,374,궁지골 농원,"https://map.naver.com/p/search/%EA%B6%81%EC%A7%80%EA%B3%A8%20%EB%86%8D%EC%9B%90/place/38765926?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
375,375,궁평캠프 승마장,"https://map.naver.com/p/search/%EA%B6%81%ED%8F%89%EC%BA%A0%ED%94%84%20%EC%8A%B9%EB%A7%88%EC%9E%A5/place/1486205989?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
378,378,귀한농부학교캠핑장,"https://map.naver.com/p/search/%EA%B7%80%ED%95%9C%EB%86%8D%EB%B6%80%ED%95%99%EA%B5%90%EC%BA%A0%ED%95%91%EC%9E%A5/place/32769540?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
381,381,그날카라반,"https://map.naver.com/p/search/%EA%B7%B8%EB%82%A0%EC%B9%B4%EB%9D%BC%EB%B0%98/place/38463346?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
383,383,그랑블루 글램핑야영장,"https://map.naver.com/p/search/%EA%B7%B8%EB%9E%91%EB%B8%94%EB%A3%A8%20%EA%B8%80%EB%9E%A8%ED%95%91%EC%95%BC%EC%98%81%EC%9E%A5/place/1534442180?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
384,384,그랑프리승마파크,"https://map.naver.com/p/search/%EA%B7%B8%EB%9E%91%ED%94%84%EB%A6%AC%EC%8A%B9%EB%A7%88%ED%8C%8C%ED%81%AC/place/20349010?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
386,386,그랜드승마장,"https://map.naver.com/p/search/%EA%B7%B8%EB%9E%9C%EB%93%9C%EC%8A%B9%EB%A7%88%EC%9E%A5/place/33238470?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
388,388,그랜드하얏트 서울 아이스링크,"https://map.naver.com/p/search/%EA%B7%B8%EB%9E%9C%EB%93%9C%ED%95%98%EC%96%8F%ED%8A%B8%20%EC%84%9C%EC%9A%B8%20%EC%95%84%EC%9D%B4%EC%8A%A4%EB%A7%81%ED%81%AC/place/13293402?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
390,390,그레이스글램핑,"https://map.naver.com/p/search/%EA%B7%B8%EB%A0%88%EC%9D%B4%EC%8A%A4%EA%B8%80%EB%9E%A8%ED%95%91/place/1605060499?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
392,392,그리심 글램핑장,"https://map.naver.com/p/search/%EA%B7%B8%EB%A6%AC%EC%8B%AC%20%EA%B8%80%EB%9E%A8%ED%95%91%EC%9E%A5/place/1010379912?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
394,394,그린애캠핑장,"https://map.naver.com/p/search/%EA%B7%B8%EB%A6%B0%EC%95%A0%EC%BA%A0%ED%95%91%EC%9E%A5/place/1409505090?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
397,397,그린필로우,"https://map.naver.com/p/search/%EA%B7%B8%EB%A6%B0%ED%95%84%EB%A1%9C%EC%9A%B0/place/1585356462?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
401,401,그자리야영장,"https://map.naver.com/p/search/%EA%B7%B8%EC%9E%90%EB%A6%AC%EC%95%BC%EC%98%81%EC%9E%A5/place/1776094070?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
409,409,글램핑로망,"https://map.naver.com/p/search/%EA%B8%80%EB%9E%A8%ED%95%91%EB%A1%9C%EB%A7%9D/place/1650128140?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
415,415,글램핑클럽레스피아 in 태안,"https://map.naver.com/p/search/%EA%B8%80%EB%9E%A8%ED%95%91%ED%81%B4%EB%9F%BD%EB%A0%88%EC%8A%A4%ED%94%BC%EC%95%84%20in%20%ED%83%9C%EC%95%88/place/38590624?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
